Observer	STREET	TB_number (in the street)	DATE	Real name of the street	TB_tree	TB_soil/grill	TB_taxa
CESCO	CHAR	50	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	51	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	52	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	53	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	54	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	55	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	56	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	57	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	58	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	59	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	61	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	62	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	63	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	68	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	69	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	73	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	74	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	75	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	77	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	92	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	93	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	98	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	100	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	103	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	104	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	105	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	106	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	107	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Capsella bursa-pastoris
CESCO	CHAR	120	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	121	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	123	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	130	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Capsella bursa-pastoris
CESCO	CHAR	29	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Cerastium fontanum
CESCO	CHAR	13	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Chenopodium album
CESCO	CHAR	19	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Chenopodium album
CESCO	CHAR	59	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Chenopodium album
CESCO	CHAR	75	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Chenopodium album
CESCO	CHAR	77	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Chenopodium album
CESCO	CHAR	83	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Chenopodium album
CESCO	CHAR	138	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Chenopodium album
CESCO	CHAR	139	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Chenopodium album
CESCO	CHAR	44	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Cirsium arvense
CESCO	CHAR	65	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Cirsium arvense
CESCO	CHAR	89	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Cirsium arvense
CESCO	CHAR	28	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Cirsium vulgare
CESCO	CHAR	44	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Convolvulus arvensis
CESCO	CHAR	65	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Crepis setosa
CESCO	CHAR	69	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Crepis setosa
CESCO	TAIN	12	19/05/14	rue Taine	Tilia sp.	grill	Cymbalaria muralis
CESCO	TAIN	17	19/05/14	rue Taine	Tilia sp.	grill	Cymbalaria muralis
CESCO	CHAR	89	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Epilobium tetragonum
CESCO	CHAR	4	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Erigeron canadensis
CESCO	CHAR	5	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Erigeron canadensis
CESCO	CHAR	10	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	14	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	15	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	16	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	18	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	21	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	28	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Erigeron canadensis
CESCO	CHAR	29	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Erigeron canadensis
CESCO	CHAR	31	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Erigeron canadensis
CESCO	CHAR	32	19/05/14	rue de Charenton	Platanus x acerifolia	(na)	Erigeron canadensis
CESCO	CHAR	36	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Erigeron canadensis
CESCO	CHAR	39	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	67	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	69	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	100	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	101	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	102	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	103	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	107	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Erigeron canadensis
CESCO	CHAR	130	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	131	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	137	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erigeron canadensis
CESCO	CHAR	138	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Erigeron canadensis
CESCO	TAIN	3	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	5	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	6	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	9	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	11	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	16	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	17	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	18	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	19	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	21	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	22	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	24	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	25	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	31	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	32	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	33	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	TAIN	38	19/05/14	rue Taine	Tilia sp.	grill	Erigeron canadensis
CESCO	CHAR	67	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erodium cicutarium
CESCO	CHAR	68	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Erodium cicutarium
CESCO	TAIN	29	19/05/14	rue Taine	Tilia sp.	grill	Galinsoga parviflora
CESCO	CHAR	141	19/05/14	rue de Charenton	Sorbus sp. ?	grill	Galium aparine
CESCO	CHAR	9	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Geranium molle
CESCO	CHAR	30	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Geranium molle
CESCO	CHAR	32	19/05/14	rue de Charenton	Platanus x acerifolia	(na)	Geranium molle
CESCO	CHAR	32	19/05/14	rue de Charenton	Platanus x acerifolia	(na)	Geranium molle
CESCO	CHAR	38	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Geranium molle
CESCO	CHAR	49	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Geranium molle
CESCO	CHAR	50	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Geranium molle
CESCO	CHAR	63	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Geranium molle
CESCO	CHAR	64	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Geranium molle
CESCO	CHAR	94	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Geranium molle
CESCO	CHAR	101	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Geranium molle
CESCO	CHAR	102	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Geranium molle
CESCO	CHAR	103	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Geranium molle
CESCO	CHAR	104	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Geranium molle
CESCO	CHAR	105	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Geranium molle
CESCO	CHAR	107	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Geranium molle
CESCO	TAIN	2	19/05/14	rue Taine	Tilia sp.	grill	Geranium molle
CESCO	TAIN	14	19/05/14	rue Taine	Tilia sp.	grill	Geranium robertianum
CESCO	TAIN	16	19/05/14	rue Taine	Tilia sp.	grill	Geranium robertianum
CESCO	CHAR	1	19/05/14	rue de Charenton	Platanus x acerifolia	(na)	Hordeum murinum
CESCO	CHAR	8	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	19	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	20	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	21	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	22	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	23	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	24	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	25	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	26	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	27	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	28	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Hordeum murinum
CESCO	CHAR	29	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Hordeum murinum
CESCO	CHAR	30	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	31	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Hordeum murinum
CESCO	CHAR	32	19/05/14	rue de Charenton	Platanus x acerifolia	(na)	Hordeum murinum
CESCO	CHAR	33	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Hordeum murinum
CESCO	CHAR	34	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Hordeum murinum
CESCO	CHAR	36	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Hordeum murinum
CESCO	CHAR	37	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	38	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	39	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	40	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	41	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	42	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	43	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	44	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	45	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	46	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	47	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	48	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	49	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	50	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	51	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	52	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	53	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	54	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	55	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	56	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	57	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	58	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	59	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	60	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	61	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	62	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	63	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	64	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	65	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	66	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	67	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	68	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	69	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	70	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	71	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	72	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	73	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	74	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	75	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	76	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	77	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	78	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	79	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	80	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	83	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	84	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	91	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	92	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	93	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	94	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	95	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	96	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	97	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	98	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	99	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	100	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	101	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	102	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	103	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	104	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	105	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	106	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	107	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Hordeum murinum
CESCO	CHAR	110	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	117	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	118	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	123	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	125	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	127	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	129	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	130	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	132	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	133	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	136	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	137	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	138	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Hordeum murinum
CESCO	CHAR	139	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Hordeum murinum
CESCO	CHAR	144	19/05/14	rue de Charenton	Sorbus sp. ?	grill	Hordeum murinum
CESCO	CHAR	20	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Lactuca muralis
CESCO	CHAR	128	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Lepidium virginicum
CESCO	CHAR	130	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Lepidium virginicum
CESCO	CHAR	133	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Lepidium virginicum
CESCO	CHAR	65	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Lolium perenne
CESCO	CHAR	94	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Lolium perenne
CESCO	CHAR	116	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Lolium perenne
CESCO	CHAR	22	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Malva sylvestris
CESCO	CHAR	43	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Malva sylvestris
CESCO	CHAR	50	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Malva sylvestris
CESCO	CHAR	60	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Malva sylvestris
CESCO	CHAR	61	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Malva sylvestris
CESCO	CHAR	62	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Malva sylvestris
CESCO	CHAR	65	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Malva sylvestris
CESCO	CHAR	73	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Malva sylvestris
CESCO	CHAR	78	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Malva sylvestris
CESCO	CHAR	57	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Matricaria discoidea
CESCO	CHAR	8	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Matricaria recutita
CESCO	CHAR	14	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Matricaria recutita
CESCO	CHAR	37	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Matricaria recutita
CESCO	CHAR	71	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Matricaria recutita
CESCO	CHAR	73	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Matricaria recutita
CESCO	CHAR	74	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Matricaria recutita
CESCO	CHAR	77	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Matricaria recutita
CESCO	CHAR	80	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Matricaria recutita
CESCO	CHAR	89	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Matricaria recutita
CESCO	TAIN	20	19/05/14	rue Taine	Tilia sp.	grill	Matricaria recutita
CESCO	CHAR	111	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Mercurialis annua
CESCO	CHAR	112	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Mercurialis annua
CESCO	TAIN	12	19/05/14	rue Taine	Tilia sp.	grill	Mercurialis annua
CESCO	CHAR	13	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Papaver rhoeas
CESCO	CHAR	140	19/05/14	rue de Charenton	Sorbus sp. ?	grill	Parietaria judaica
CESCO	CHAR	142	19/05/14	rue de Charenton	Sorbus sp. ?	grill	Parietaria judaica
CESCO	TAIN	18	19/05/14	rue Taine	Tilia sp.	grill	Parietaria judaica
CESCO	CHAR	19	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Parietaria officinalis
CESCO	CHAR	29	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Parietaria officinalis
CESCO	CHAR	32	19/05/14	rue de Charenton	Platanus x acerifolia	(na)	Parietaria officinalis
CESCO	CHAR	33	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Parietaria officinalis
CESCO	CHAR	34	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Parietaria officinalis
CESCO	CHAR	35	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Parietaria officinalis
CESCO	CHAR	36	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Parietaria officinalis
CESCO	CHAR	42	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Parietaria officinalis
CESCO	CHAR	21	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Picris hieracioides
CESCO	CHAR	63	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Picris hieracioides
CESCO	CHAR	64	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Picris hieracioides
CESCO	CHAR	65	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Picris hieracioides
CESCO	CHAR	91	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Picris hieracioides
CESCO	CHAR	107	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Picris hieracioides
CESCO	CHAR	137	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Picris hieracioides
CESCO	TAIN	10	19/05/14	rue Taine	Tilia sp.	grill	Picris hieracioides
CESCO	TAIN	12	19/05/14	rue Taine	Tilia sp.	grill	Picris hieracioides
CESCO	TAIN	23	19/05/14	rue Taine	Tilia sp.	grill	Picris hieracioides
CESCO	TAIN	33	19/05/14	rue Taine	Tilia sp.	grill	Picris hieracioides
CESCO	CHAR	69	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Plantago lanceolata
CESCO	CHAR	21	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Plantago major
CESCO	CHAR	32	19/05/14	rue de Charenton	Platanus x acerifolia	(na)	Plantago major
CESCO	CHAR	59	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Plantago major
CESCO	TAIN	18	19/05/14	rue Taine	Tilia sp.	grill	Poa
CESCO	CHAR	1	19/05/14	rue de Charenton	Platanus x acerifolia	(na)	Poa annua
CESCO	CHAR	2	19/05/14	rue de Charenton	Platanus x acerifolia	grill	Poa annua
CESCO	CHAR	10	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Poa annua
CESCO	CHAR	11	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Poa annua
CESCO	CHAR	13	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Poa annua
CESCO	CHAR	14	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Poa annua
CESCO	CHAR	15	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Poa annua
CESCO	CHAR	18	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Poa annua
CESCO	CHAR	19	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Poa annua
CESCO	CHAR	20	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Poa annua
CESCO	CHAR	21	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Poa annua
CESCO	CHAR	22	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Poa annua
CESCO	CHAR	23	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Poa annua
CESCO	CHAR	25	19/05/14	rue de Charenton	Platanus x acerifolia	soil	Poa annua
