STREET,TB_number (in the street),TB_tree,TB_soil/grill
REUI,117,Platanus x acerifolia,soil
REUI,117,Platanus x acerifolia,soil
REUI,117,Platanus x acerifolia,soil
REUI,117,Platanus x acerifolia,soil
REUI,118,Platanus x acerifolia,soil
REUI,118,Platanus x acerifolia,soil
REUI,118,Platanus x acerifolia,soil
REUI,118,Platanus x acerifolia,soil
REUI,118,Platanus x acerifolia,soil
REUI,118,Platanus x acerifolia,soil
REUI,118,Platanus x acerifolia,soil
REUI,119,Platanus x acerifolia,soil
REUI,119,Platanus x acerifolia,soil
REUI,119,Platanus x acerifolia,soil
REUI,119,Platanus x acerifolia,soil
REUI,119,Platanus x acerifolia,soil
REUI,119,Platanus x acerifolia,soil
REUI,119,Platanus x acerifolia,soil
REUI,120,Platanus x acerifolia,grill
REUI,120,Platanus x acerifolia,grill
REUI,120,Platanus x acerifolia,grill
REUI,120,Platanus x acerifolia,grill
REUI,120,Platanus x acerifolia,(na)
REUI,120,Platanus x acerifolia,soil
REUI,120,Platanus x acerifolia,soil
REUI,120,Platanus x acerifolia,soil
REUI,120,Platanus x acerifolia,soil
REUI,121,Platanus x acerifolia,soil
REUI,121,Platanus x acerifolia,soil
REUI,121,Platanus x acerifolia,soil
REUI,121,Platanus x acerifolia,soil
REUI,121,Platanus x acerifolia,soil
REUI,122,Platanus x acerifolia,soil
REUI,122,Platanus x acerifolia,soil
REUI,122,Platanus x acerifolia,soil
REUI,122,Platanus x acerifolia,soil
REUI,122,Platanus x acerifolia,soil
REUI,122,Platanus x acerifolia,soil
REUI,123,Platanus x acerifolia,grill
REUI,123,Platanus x acerifolia,grill
REUI,123,Platanus x acerifolia,grill
REUI,123,Platanus x acerifolia,grill
REUI,123,Platanus x acerifolia,grill
REUI,123,Platanus x acerifolia,grill
REUI,123,Platanus x acerifolia,grill
REUI,123,Platanus x acerifolia,grill
REUI,124,Platanus x acerifolia,grill
REUI,124,Platanus x acerifolia,grill
REUI,124,Platanus x acerifolia,grill
REUI,124,Platanus x acerifolia,grill
REUI,124,Platanus x acerifolia,soil
REUI,125,Platanus x acerifolia,soil
REUI,125,Platanus x acerifolia,soil
REUI,126,Platanus x acerifolia,soil
REUI,126,Platanus x acerifolia,soil
REUI,126,Platanus x acerifolia,soil
REUI,126,Platanus x acerifolia,soil
REUI,126,Platanus x acerifolia,soil
REUI,126,Platanus x acerifolia,soil
REUI,126,Platanus x acerifolia,grill
REUI,127,Platanus x acerifolia,grill
REUI,127,Platanus x acerifolia,grill
REUI,127,Platanus x acerifolia,grill
REUI,127,Platanus x acerifolia,grill
REUI,127,Platanus x acerifolia,grill
REUI,127,Platanus x acerifolia,grill
REUI,127,Platanus x acerifolia,grill
REUI,127,Platanus x acerifolia,grill
REUI,127,Platanus x acerifolia,soil
REUI,128,Platanus x acerifolia,soil
REUI,128,Platanus x acerifolia,soil
REUI,128,Platanus x acerifolia,soil
REUI,128,Platanus x acerifolia,soil
REUI,128,Platanus x acerifolia,soil
REUI,128,Platanus x acerifolia,soil
REUI,128,Platanus x acerifolia,soil
REUI,128,Platanus x acerifolia,soil
REUI,128,Platanus x acerifolia,soil
REUI,129,Platanus x acerifolia,soil
REUI,129,Platanus x acerifolia,soil
REUI,129,Platanus x acerifolia,soil
REUI,129,Platanus x acerifolia,soil
REUI,129,Platanus x acerifolia,soil
REUI,129,Platanus x acerifolia,soil
REUI,130,Platanus x acerifolia,soil
REUI,130,Platanus x acerifolia,soil
REUI,130,Platanus x acerifolia,soil
REUI,130,Platanus x acerifolia,soil
REUI,130,Platanus x acerifolia,soil
REUI,131,Platanus x acerifolia,soil
REUI,131,Platanus x acerifolia,soil
REUI,131,Platanus x acerifolia,soil
REUI,131,Platanus x acerifolia,soil
REUI,131,Platanus x acerifolia,soil
REUI,131,Platanus x acerifolia,soil
REUI,132,Platanus x acerifolia,soil
REUI,132,Platanus x acerifolia,soil
REUI,132,Platanus x acerifolia,soil
REUI,132,Platanus x acerifolia,soil
REUI,133,Platanus x acerifolia,soil
REUI,133,Platanus x acerifolia,soil
REUI,133,Platanus x acerifolia,soil
REUI,134,Platanus x acerifolia,soil
REUI,134,Platanus x acerifolia,soil
REUI,134,Platanus x acerifolia,soil
REUI,134,Platanus x acerifolia,soil
REUI,134,Platanus x acerifolia,soil
REUI,134,Platanus x acerifolia,soil
REUI,135,Platanus x acerifolia,soil
REUI,135,Platanus x acerifolia,soil
REUI,135,Platanus x acerifolia,soil
REUI,135,Platanus x acerifolia,soil
REUI,135,Platanus x acerifolia,soil
REUI,136,Platanus x acerifolia,soil
REUI,136,Platanus x acerifolia,soil
REUI,136,Platanus x acerifolia,soil
REUI,137,Platanus x acerifolia,grill
REUI,137,Platanus x acerifolia,grill
REUI,137,Platanus x acerifolia,grill
REUI,137,Platanus x acerifolia,grill
REUI,137,Platanus x acerifolia,grill
REUI,137,Platanus x acerifolia,grill
REUI,137,Platanus x acerifolia,grill
REUI,137,Platanus x acerifolia,grill
REUI,137,Platanus x acerifolia,grill
REUI,138,Platanus x acerifolia,grill
REUI,138,Platanus x acerifolia,grill
REUI,138,Platanus x acerifolia,grill
REUI,138,Platanus x acerifolia,grill
REUI,138,Platanus x acerifolia,grill
REUI,138,Platanus x acerifolia,grill
REUI,138,Platanus x acerifolia,grill
REUI,138,Platanus x acerifolia,grill
REUI,139,Platanus x acerifolia,grill
REUI,139,Platanus x acerifolia,grill
REUI,139,Platanus x acerifolia,grill
REUI,139,Platanus x acerifolia,grill
REUI,139,Platanus x acerifolia,grill
REUI,139,Platanus x acerifolia,grill
REUI,139,Platanus x acerifolia,grill
REUI,139,Platanus x acerifolia,grill
REUI,140,Platanus x acerifolia,grill
REUI,140,Platanus x acerifolia,grill
REUI,140,Platanus x acerifolia,grill
REUI,140,Platanus x acerifolia,grill
REUI,140,Platanus x acerifolia,grill
REUI,140,Platanus x acerifolia,grill
REUI,140,Platanus x acerifolia,soil
REUI,141,Platanus x acerifolia,grill
REUI,141,Platanus x acerifolia,grill
REUI,141,Platanus x acerifolia,grill
REUI,141,Platanus x acerifolia,grill
REUI,141,Platanus x acerifolia,grill
REUI,141,Platanus x acerifolia,grill
REUI,141,Platanus x acerifolia,grill
REUI,141,Platanus x acerifolia,grill
REUI,142,Platanus x acerifolia,grill
REUI,142,Platanus x acerifolia,grill
REUI,142,Platanus x acerifolia,grill
REUI,142,Platanus x acerifolia,grill
REUI,142,Platanus x acerifolia,grill
REUI,142,Platanus x acerifolia,grill
REUI,142,Platanus x acerifolia,grill
REUI,143,Platanus x acerifolia,grill
REUI,143,Platanus x acerifolia,grill
REUI,143,Platanus x acerifolia,grill
REUI,143,Platanus x acerifolia,grill
REUI,143,Platanus x acerifolia,grill
REUI,144,Platanus x acerifolia,grill
REUI,144,Platanus x acerifolia,grill
REUI,144,Platanus x acerifolia,grill
REUI,144,Platanus x acerifolia,grill
REUI,144,Platanus x acerifolia,grill
REUI,145,Platanus x acerifolia,grill
REUI,145,Platanus x acerifolia,grill
REUI,145,Platanus x acerifolia,grill
REUI,145,Platanus x acerifolia,grill
REUI,145,Platanus x acerifolia,grill
REUI,145,Platanus x acerifolia,grill
REUI,145,Platanus x acerifolia,grill
TAIN,1,Tilia sp.,grill
TAIN,1,Tilia sp.,grill
TAIN,1,Tilia sp.,grill
TAIN,1,Tilia sp.,grill
TAIN,1,Tilia sp.,grill
TAIN,2,Tilia sp.,grill
TAIN,2,Tilia sp.,grill
TAIN,2,Tilia sp.,grill
TAIN,2,Tilia sp.,grill
TAIN,2,Tilia sp.,grill
TAIN,3,Tilia sp.,grill
TAIN,3,Tilia sp.,grill
TAIN,3,Tilia sp.,grill
TAIN,3,Tilia sp.,grill
TAIN,3,Tilia sp.,grill
TAIN,3,Tilia sp.,grill
TAIN,4,Tilia sp.,grill
TAIN,4,Tilia sp.,grill
TAIN,4,Tilia sp.,grill
TAIN,4,Tilia sp.,grill
TAIN,4,Tilia sp.,grill
TAIN,5,Tilia sp.,grill
TAIN,5,Tilia sp.,grill
TAIN,5,Tilia sp.,grill
TAIN,5,Tilia sp.,grill
TAIN,5,Tilia sp.,grill
TAIN,5,Tilia sp.,grill
TAIN,6,Tilia sp.,grill
TAIN,6,Tilia sp.,grill
TAIN,6,Tilia sp.,grill
TAIN,6,Tilia sp.,grill
TAIN,6,Tilia sp.,grill
TAIN,6,Tilia sp.,grill
TAIN,7,Tilia sp.,grill
TAIN,7,Tilia sp.,grill
TAIN,7,Tilia sp.,grill
TAIN,8,Tilia sp.,grill
TAIN,8,Tilia sp.,grill
TAIN,9,Tilia sp.,grill
TAIN,9,Tilia sp.,grill
TAIN,10,Tilia sp.,grill
TAIN,10,Tilia sp.,grill
TAIN,10,Tilia sp.,grill
TAIN,10,Tilia sp.,grill
TAIN,10,Tilia sp.,grill
TAIN,10,Tilia sp.,grill
TAIN,11,Tilia sp.,grill
TAIN,11,Tilia sp.,grill
TAIN,11,Tilia sp.,grill
TAIN,12,Tilia sp.,grill
TAIN,12,Tilia sp.,grill
TAIN,12,Tilia sp.,grill
TAIN,12,Tilia sp.,grill
TAIN,13,Tilia sp.,grill
TAIN,13,Tilia sp.,grill
TAIN,13,Tilia sp.,grill
TAIN,13,Tilia sp.,grill
TAIN,13,Tilia sp.,grill
TAIN,14,Tilia sp.,grill
TAIN,14,Tilia sp.,grill
TAIN,14,Tilia sp.,grill
TAIN,14,Tilia sp.,grill
TAIN,14,Tilia sp.,grill
TAIN,16,Tilia sp.,grill
TAIN,16,Tilia sp.,grill
TAIN,17,Tilia sp.,grill
TAIN,17,Tilia sp.,grill
TAIN,17,Tilia sp.,grill
TAIN,18,Tilia sp.,grill
TAIN,18,Tilia sp.,grill
TAIN,18,Tilia sp.,grill
TAIN,18,Tilia sp.,grill
TAIN,19,Tilia sp.,grill
TAIN,19,Tilia sp.,grill
TAIN,19,Tilia sp.,grill
TAIN,19,Tilia sp.,grill
TAIN,19,Tilia sp.,grill
TAIN,19,Tilia sp.,grill
TAIN,19,Tilia sp.,grill
TAIN,19,Tilia sp.,grill
TAIN,20,Tilia sp.,grill
TAIN,20,Tilia sp.,grill
TAIN,20,Tilia sp.,grill
TAIN,20,Tilia sp.,grill
TAIN,20,Tilia sp.,grill
TAIN,20,Tilia sp.,grill
TAIN,20,Tilia sp.,grill
TAIN,21,Tilia sp.,grill
TAIN,21,Tilia sp.,grill
TAIN,21,Tilia sp.,grill
TAIN,22,Tilia sp.,grill
TAIN,22,Tilia sp.,soil
TAIN,22,Tilia sp.,soil
TAIN,23,Tilia sp.,grill
TAIN,23,Tilia sp.,grill
TAIN,24,Tilia sp.,grill
TAIN,24,Tilia sp.,grill
TAIN,24,Tilia sp.,grill
TAIN,25,Tilia sp.,grill
TAIN,25,Tilia sp.,grill
TAIN,25,Tilia sp.,grill
TAIN,25,Tilia sp.,grill
TAIN,25,Tilia sp.,grill
TAIN,25,Tilia sp.,grill
TAIN,25,Tilia sp.,grill
TAIN,26,Tilia sp.,grill
TAIN,26,Tilia sp.,grill
TAIN,26,Tilia sp.,grill
TAIN,26,Tilia sp.,grill
TAIN,26,Tilia sp.,grill
TAIN,27,Tilia sp.,grill
TAIN,27,Tilia sp.,grill
TAIN,27,Tilia sp.,grill
TAIN,27,Tilia sp.,grill
TAIN,28,Tilia sp.,soil
TAIN,28,Tilia sp.,soil
TAIN,28,Tilia sp.,soil
TAIN,29,Tilia sp.,grill
TAIN,29,Tilia sp.,grill
TAIN,31,Tilia sp.,grill
TAIN,31,Tilia sp.,grill
TAIN,31,Tilia sp.,grill
TAIN,31,Tilia sp.,grill
TAIN,31,Tilia sp.,grill
TAIN,32,Tilia sp.,grill
TAIN,32,Tilia sp.,grill
TAIN,32,Tilia sp.,grill
TAIN,32,Tilia sp.,grill
TAIN,32,Tilia sp.,grill
TAIN,32,Tilia sp.,grill
TAIN,33,Tilia sp.,grill
TAIN,33,Tilia sp.,grill
TAIN,33,Tilia sp.,grill
TAIN,33,Tilia sp.,grill
TAIN,33,Tilia sp.,grill
TAIN,33,Tilia sp.,grill
TAIN,33,Tilia sp.,grill
TAIN,33,Tilia sp.,grill
TAIN,34,Tilia sp.,grill
TAIN,34,Tilia sp.,grill
TAIN,34,Tilia sp.,grill
TAIN,34,Tilia sp.,grill
TAIN,34,Tilia sp.,grill
TAIN,34,Tilia sp.,grill
TAIN,35,Tilia sp.,grill
TAIN,35,Tilia sp.,grill
TAIN,35,Tilia sp.,grill
TAIN,35,Tilia sp.,grill
TAIN,35,Tilia sp.,grill
TAIN,35,Tilia sp.,grill
TAIN,35,Tilia sp.,grill
TAIN,35,Tilia sp.,grill
TAIN,36,Tilia sp.,grill
TAIN,36,Tilia sp.,grill
TAIN,36,Tilia sp.,grill
TAIN,36,Tilia sp.,grill
TAIN,36,Tilia sp.,grill
TAIN,36,Tilia sp.,grill
TAIN,36,Tilia sp.,grill
TAIN,36,Tilia sp.,grill
TAIN,37,Tilia sp.,grill
TAIN,37,Tilia sp.,grill
TAIN,37,Tilia sp.,grill
TAIN,37,Tilia sp.,grill
TAIN,37,Tilia sp.,grill
TAIN,38,Tilia sp.,grill
TAIN,38,Tilia sp.,grill
TAIN,38,Tilia sp.,grill
TAIN,38,Tilia sp.,grill
TAIN,38,Tilia sp.,grill
TAIN,39,Tilia sp.,grill
TAIN,39,Tilia sp.,grill
TAIN,39,Tilia sp.,grill
TAIN,39,Tilia sp.,grill
TAIN,39,Tilia sp.,grill
TAIN,39,Tilia sp.,grill
TAIN,40,Tilia sp.,grill
TAIN,40,Tilia sp.,grill
TAIN,40,Tilia sp.,grill
TAIN,40,Tilia sp.,soil
TAIN,41,Tilia sp.,grill
TAIN,41,Tilia sp.,grill
TAIN,42,Tilia sp.,grill
TAIN,42,Tilia sp.,grill
TAIN,42,Tilia sp.,grill
TAIN,42,Tilia sp.,grill
TAIN,42,Tilia sp.,grill
TAIN,42,Tilia sp.,grill
TAIN,42,Tilia sp.,grill
TAIN,43,Tilia sp.,grill
TAIN,43,Tilia sp.,grill
TAIN,43,Tilia sp.,soil
TAIN,44,Tilia sp.,soil
TAIN,44,Tilia sp.,soil
TAIN,44,Tilia sp.,soil
TAIN,44,Tilia sp.,soil
TAIN,44,Tilia sp.,soil
TAIN,44,Tilia sp.,soil
TAIN,44,Tilia sp.,soil
TAIN,45,Tilia sp.,grill
TAIN,45,Tilia sp.,grill
TAIN,45,Tilia sp.,grill
TAIN,45,Tilia sp.,grill
TAIN,45,Tilia sp.,grill
TAIN,45,Tilia sp.,grill
TAIN,45,Tilia sp.,soil
TAIN,45,Tilia sp.,soil
TAIN,45,Tilia sp.,soil
TAIN,46,Tilia sp.,grill
TAIN,46,Tilia sp.,grill
TAIN,46,Tilia sp.,grill
TAIN,46,Tilia sp.,grill
TAIN,46,Tilia sp.,soil
TAIN,46,Tilia sp.,soil
TAIN,47,Tilia sp.,grill
TAIN,47,Tilia sp.,soil
TAIN,47,Tilia sp.,soil
TAIN,47,Tilia sp.,soil
TAIN,48,Tilia sp.,grill
TAIN,48,Tilia sp.,grill
TAIN,48,Tilia sp.,grill
TAIN,49,Tilia sp.,grill
TAIN,49,Tilia sp.,grill
TAIN,51,Tilia sp.,grill
TAIN,52,Tilia sp.,grill
TAIN,52,Tilia sp.,grill
TAIN,52,Tilia sp.,grill
TAIN,52,Tilia sp.,grill
TAIN,53,Tilia sp.,grill
TAIN,53,Tilia sp.,grill
TAIN,54,Tilia sp.,grill
TAIN,55,Tilia sp.,grill
TAIN,55,Tilia sp.,grill
TAIN,55,Tilia sp.,grill
TAIN,55,Tilia sp.,grill
TAIN,55,Tilia sp.,grill
TAIN,55,Tilia sp.,grill
TAIN,56,Tilia sp.,grill
TAIN,57,Tilia sp.,grill
TAIN,57,Tilia sp.,grill
TAIN,57,Tilia sp.,grill
TAIN,58,Tilia sp.,grill
TAIN,58,Tilia sp.,grill
TAIN,59,Tilia sp.,grill
TAIN,59,Tilia sp.,soil
TAIN,59,Tilia sp.,soil
TAIN,59,Tilia sp.,soil
TAIN,59,Tilia sp.,soil
TAIN,59,Tilia sp.,soil
TAIN,59,Tilia sp.,soil
TAIN,59,Tilia sp.,soil
TAIN,60,Tilia sp.,soil
TAIN,60,Tilia sp.,soil
TAIN,60,Tilia sp.,soil
TAIN,60,Tilia sp.,soil
TAIN,60,Tilia sp.,soil
TAIN,60,Tilia sp.,soil
TAIN,60,Tilia sp.,soil
TAIN,60,Tilia sp.,soil
TAIN,61,Tilia sp.,grill
TAIN,61,Tilia sp.,grill
TAIN,61,Tilia sp.,grill
TAIN,62,Tilia sp.,grill
TAIN,62,Tilia sp.,grill
TAIN,62,Tilia sp.,grill
TAIN,62,Tilia sp.,grill
TAIN,62,Tilia sp.,grill
TERR,1,Platanus x acerifolia,soil
TERR,1,Platanus x acerifolia,soil
TERR,1,Platanus x acerifolia,soil
TERR,2,Platanus x acerifolia,soil
TERR,2,Platanus x acerifolia,soil
TERR,2,Platanus x acerifolia,soil
TERR,2,Platanus x acerifolia,soil
TERR,3,Platanus x acerifolia,soil
TERR,3,Platanus x acerifolia,soil
TERR,3,Platanus x acerifolia,soil
TERR,4,Platanus x acerifolia,soil
TERR,4,Platanus x acerifolia,soil
TERR,5,Platanus x acerifolia,soil
TERR,6,Platanus x acerifolia,soil
TERR,6,Platanus x acerifolia,soil
TERR,7,Platanus x acerifolia,soil
TERR,7,Platanus x acerifolia,soil
TERR,7,Platanus x acerifolia,soil
TERR,7,Platanus x acerifolia,soil
TERR,8,Platanus x acerifolia,soil
TERR,9,Platanus x acerifolia,soil
TERR,10,Platanus x acerifolia,soil
TERR,10,Platanus x acerifolia,soil
TERR,10,Platanus x acerifolia,soil
TERR,11,Platanus x acerifolia,soil
TERR,11,Platanus x acerifolia,soil
TERR,12,Platanus x acerifolia,soil
TERR,12,Platanus x acerifolia,soil
TERR,12,Platanus x acerifolia,soil
TERR,13,Platanus x acerifolia,soil
TERR,13,Platanus x acerifolia,soil
TERR,13,Platanus x acerifolia,soil
TERR,14,Platanus x acerifolia,soil
TERR,14,Platanus x acerifolia,soil
TERR,14,Platanus x acerifolia,soil
TERR,14,Platanus x acerifolia,soil
TERR,15,Platanus x acerifolia,grill
TERR,15,Platanus x acerifolia,grill
TERR,15,Platanus x acerifolia,grill
TERR,15,Platanus x acerifolia,grill
TERR,15,Platanus x acerifolia,grill
TERR,16,Platanus x acerifolia,soil
TERR,16,Platanus x acerifolia,soil
TERR,17,Platanus x acerifolia,grill
TERR,17,Platanus x acerifolia,grill
TERR,17,Platanus x acerifolia,grill
TERR,17,Platanus x acerifolia,grill
TERR,17,Platanus x acerifolia,grill
TERR,17,Platanus x acerifolia,grill
TERR,17,Platanus x acerifolia,grill
TERR,18,Platanus x acerifolia,grill
TERR,18,Platanus x acerifolia,grill
TERR,18,Platanus x acerifolia,grill
TERR,18,Platanus x acerifolia,grill
TERR,19,Platanus x acerifolia,grill
TERR,19,Platanus x acerifolia,grill
TERR,19,Platanus x acerifolia,grill
TERR,19,Platanus x acerifolia,grill
TERR,19,Platanus x acerifolia,grill
TERR,20,Platanus x acerifolia,grill
TERR,20,Platanus x acerifolia,grill
TERR,20,Platanus x acerifolia,grill
TERR,20,Platanus x acerifolia,soil
TERR,21,Platanus x acerifolia,grill
TERR,21,Platanus x acerifolia,grill
TERR,21,Platanus x acerifolia,grill
TERR,21,Platanus x acerifolia,grill
TERR,22,Platanus x acerifolia,soil
TERR,22,Platanus x acerifolia,soil
TERR,22,Platanus x acerifolia,soil
TERR,22,Platanus x acerifolia,soil
TERR,23,Platanus x acerifolia,grill
TERR,23,Platanus x acerifolia,soil
TERR,23,Platanus x acerifolia,soil
TERR,24,Platanus x acerifolia,soil
TERR,24,Platanus x acerifolia,soil
TERR,24,Platanus x acerifolia,soil
TERR,24,Platanus x acerifolia,soil
TERR,24,Platanus x acerifolia,soil
TERR,25,Platanus x acerifolia,soil
TERR,25,Platanus x acerifolia,soil
TERR,25,Platanus x acerifolia,soil
TERR,25,Platanus x acerifolia,soil
TERR,26,Platanus x acerifolia,soil
TERR,26,Platanus x acerifolia,soil
TERR,26,Platanus x acerifolia,soil
TERR,26,Platanus x acerifolia,soil
TERR,27,Platanus x acerifolia,grill
TERR,27,Platanus x acerifolia,grill
TERR,27,Platanus x acerifolia,grill
TERR,27,Platanus x acerifolia,grill
TERR,28,Platanus x acerifolia,grill
TERR,28,Platanus x acerifolia,grill
TERR,28,Platanus x acerifolia,grill
TERR,28,Platanus x acerifolia,soil
TERR,29,Platanus x acerifolia,soil
TERR,29,Platanus x acerifolia,soil
TERR,29,Platanus x acerifolia,soil
TERR,29,Platanus x acerifolia,soil
TERR,29,Platanus x acerifolia,soil
TERR,30,Platanus x acerifolia,grill
TERR,30,Platanus x acerifolia,grill
TERR,30,Platanus x acerifolia,soil
TERR,31,Platanus x acerifolia,soil
TERR,31,Platanus x acerifolia,soil
TERR,31,Platanus x acerifolia,soil
TERR,31,Platanus x acerifolia,soil
TERR,31,Platanus x acerifolia,soil
TERR,31,Platanus x acerifolia,soil
TERR,31,Platanus x acerifolia,soil
TERR,32,Platanus x acerifolia,soil
TERR,32,Platanus x acerifolia,soil
TERR,33,Platanus x acerifolia,soil
TERR,33,Platanus x acerifolia,soil
TERR,33,Platanus x acerifolia,soil
TERR,33,Platanus x acerifolia,soil
TERR,34,Platanus x acerifolia,soil
TERR,34,Platanus x acerifolia,soil
TERR,35,Platanus x acerifolia,soil
TERR,35,Platanus x acerifolia,soil
TERR,35,Platanus x acerifolia,soil
TERR,35,Platanus x acerifolia,soil
TERR,36,Platanus x acerifolia,soil
TERR,37,Platanus x acerifolia,grill
TERR,37,Platanus x acerifolia,soil
TERR,38,Platanus x acerifolia,soil
TERR,38,Platanus x acerifolia,soil
TERR,38,Platanus x acerifolia,soil
TERR,38,Platanus x acerifolia,soil
TERR,39,Platanus x acerifolia,soil
TERR,40,Platanus x acerifolia,grill
TERR,40,Platanus x acerifolia,soil
TERR,41,Platanus x acerifolia,soil
TERR,41,Platanus x acerifolia,soil
TERR,41,Platanus x acerifolia,soil
TERR,42,Platanus x acerifolia,soil
TERR,42,Platanus x acerifolia,soil
TERR,43,Platanus x acerifolia,grill
TERR,43,Platanus x acerifolia,grill
TERR,43,Platanus x acerifolia,soil
TERR,44,Platanus x acerifolia,grill
TERR,44,Platanus x acerifolia,soil
TERR,45,Platanus x acerifolia,soil
RAPE,29,Platanus x acerifolia,grill
RAPE,31,Platanus x acerifolia,grill
RAPE,51,Platanus x acerifolia,grill
REUI,121,Platanus x acerifolia,soil
DAUM,115,Platanus x acerifolia,soil
KESS,11,Platanus x acerifolia,soil
KESS,12,Platanus x acerifolia,soil
RBER,34,Tilia sp.,grill
REUI,4,Platanus x acerifolia,soil
TERR,24,Platanus x acerifolia,soil
BARO,5,Platanus x acerifolia,soil
BARO,25,Platanus x acerifolia,soil
BARO,30,Platanus x acerifolia,soil
BARO,31,Platanus x acerifolia,soil
BARO,32,Platanus x acerifolia,soil
BERC,30,Platanus x acerifolia,grill
BERC,44,Platanus x acerifolia,soil
BERC,45,Platanus x acerifolia,soil
BERC,45,Platanus x acerifolia,soil
BERC,47,Platanus x acerifolia,soil
BERC,47,Platanus x acerifolia,soil
BERC,50,Platanus x acerifolia,soil
BERC,58,Aesculus hippocastanum,soil
BERC,58,Aesculus hippocastanum,soil
BERC,59,Aesculus hippocastanum,soil
BERC,83,Platanus x acerifolia,soil
BERC,84,Platanus x acerifolia,soil
BERC,85,Platanus x acerifolia,soil
BERC,85,Platanus x acerifolia,soil
BERC,86,Platanus x acerifolia,soil
BERC,87,Platanus x acerifolia,soil
BERC,88,Platanus x acerifolia,soil
BERC,89,Platanus x acerifolia,soil
BERC,90,Platanus x acerifolia,soil
BERC,91,Aesculus hippocastanum,soil
BERC,115,Tilia sp.,grill
BERY,26,Tilia sp.,grill
CHAR,30,Platanus x acerifolia,soil
CHAR,35,Platanus x acerifolia,grill
LACH,9,Platanus x acerifolia,soil
MONT,41,Prunus sp.,grill
RAPE,28,Platanus x acerifolia,grill
RAPE,29,Platanus x acerifolia,grill
RAPE,31,Platanus x acerifolia,grill
RAPE,59,Platanus x acerifolia,soil
RBER,53,Tilia sp.,grill
REUI,60,Platanus x acerifolia,grill
TAIN,59,Tilia sp.,soil
TERR,40,Platanus x acerifolia,soil
TERR,40,Platanus x acerifolia,soil
TERR,43,Platanus x acerifolia,grill
DAUM,3,Platanus x acerifolia,soil
DAUM,58,Platanus x acerifolia,soil
DAUM,62,Platanus x acerifolia,soil
REUI,1,Platanus x acerifolia,grill
REUI,3,Platanus x acerifolia,soil
REUI,12,Platanus x acerifolia,soil
REUI,21,Platanus x acerifolia,soil
REUI,32,Platanus x acerifolia,soil
REUI,34,Platanus x acerifolia,soil
REUI,35,Platanus x acerifolia,soil
CHAR,129,Platanus x acerifolia,soil
TERR,31,Platanus x acerifolia,soil
DAUM,118,Platanus x acerifolia,soil
BATA,11,Melia azedarach,soil
RAPE,47,Platanus x acerifolia,grill
BARO,1,Platanus x acerifolia,soil
BARO,1,Platanus x acerifolia,soil
BARO,2,Platanus x acerifolia,soil
BARO,4,Platanus x acerifolia,soil
BARO,4,Platanus x acerifolia,soil
BARO,5,Platanus x acerifolia,soil
BARO,5,Platanus x acerifolia,soil
BARO,5,Platanus x acerifolia,soil
BARO,5,Platanus x acerifolia,soil
BARO,5,Platanus x acerifolia,soil
BARO,8,Platanus x acerifolia,soil
BARO,8,Platanus x acerifolia,soil
BARO,8,Platanus x acerifolia,soil
BARO,9,Platanus x acerifolia,soil
BARO,9,Platanus x acerifolia,soil
BARO,10,Platanus x acerifolia,soil
BARO,10,Platanus x acerifolia,soil
BARO,10,Platanus x acerifolia,soil
BARO,10,Platanus x acerifolia,soil
BARO,11,Platanus x acerifolia,soil
BARO,11,Platanus x acerifolia,soil
BARO,11,Platanus x acerifolia,soil
BARO,11,Platanus x acerifolia,soil
BARO,11,Platanus x acerifolia,soil
BARO,12,Platanus x acerifolia,soil
BARO,12,Platanus x acerifolia,soil
BARO,12,Platanus x acerifolia,soil
BARO,12,Platanus x acerifolia,soil
BARO,12,Platanus x acerifolia,soil
BARO,12,Platanus x acerifolia,soil
BARO,13,Platanus x acerifolia,soil
BARO,13,Platanus x acerifolia,soil
BARO,14,Platanus x acerifolia,soil
BARO,14,Platanus x acerifolia,soil
BARO,15,Platanus x acerifolia,soil
BARO,16,Platanus x acerifolia,soil
BARO,20,Platanus x acerifolia,soil
BARO,20,Platanus x acerifolia,soil
BARO,20,Platanus x acerifolia,soil
BARO,21,Platanus x acerifolia,soil
BARO,22,Platanus x acerifolia,soil
BARO,22,Platanus x acerifolia,soil
BARO,22,Platanus x acerifolia,soil
BARO,25,Platanus x acerifolia,soil
BARO,27,Platanus x acerifolia,soil
BARO,27,Platanus x acerifolia,soil
BARO,27,Platanus x acerifolia,soil
BARO,29,Platanus x acerifolia,soil
BARO,29,Platanus x acerifolia,soil
BARO,29,Platanus x acerifolia,soil
BARO,30,Platanus x acerifolia,soil
BARO,30,Platanus x acerifolia,soil
BARO,31,Platanus x acerifolia,soil
BARO,31,Platanus x acerifolia,soil
BARO,31,Platanus x acerifolia,soil
BARO,32,Platanus x acerifolia,soil
BARO,32,Platanus x acerifolia,soil
BARO,33,Platanus x acerifolia,soil
BARO,35,Platanus x acerifolia,soil
BARO,37,Platanus x acerifolia,soil
BARO,41,Platanus x acerifolia,soil
BARO,41,Platanus x acerifolia,soil
BARO,41,Platanus x acerifolia,soil
BARO,42,Platanus x acerifolia,soil
BARO,42,Platanus x acerifolia,soil
BARO,44,Platanus x acerifolia,soil
BARO,45,Platanus x acerifolia,soil
BARO,45,Platanus x acerifolia,soil
BARO,45,Platanus x acerifolia,soil
